,review_date,review_content,stars,lemmatized,tokenized,POLARITY,SUBJECTIVITY,scores,compound,neu_score,pos_score,neg_score,sentiment,nmf_topics,lda_topics
21,22-Dec-18,first off the average user or photographer will have no trouble with this card as it has great storage capacity ve been using one for about year now and it still performs well although with few hiccups here and there however this is not fast card and cannot recommend it for any professional use using burst mode on my nikon shooting raw shows considerable lag between the shots being taken and written to the card so you ll be severely limited in your shooting capacity it also takes considerable amount of time to copy data on off so the sales pitch is just gimmick occasionally the card refuses to read on my camera for no apparent reason that being said this is very affordable option for bit of hobby photography or for storing your files but wouldn trust its reliability and certainly don recommend it for professional work buy something like samsung pro sdxc or pny card for that instead,3.0,average user photographer trouble card great storage capacity ve year perform hiccup fast card recommend professional use burst mode nikon shoot raw show considerable lag shot take write card will severely limited shooting capacity take considerable time copy datum sale pitch gimmick occasionally card refuse read camera apparent reason say affordable option bit hobby photography store file wouldn trust reliability certainly don recommend professional work buy like samsung pro sdxc pny card instead,average user photographer trouble card great storage capacity ve year perform hiccup fast card recommend professional use burst mode nikon shoot raw show considerable lag shot take write card will severely limited shooting capacity take considerable time copy datum sale pitch gimmick occasionally card refuse read camera apparent reason say affordable option bit hobby photography store file wouldn trust reliability certainly don recommend professional work buy like samsung pro sdxc pny card instead,0.07785291631445479,0.3616018596787827,"{'neg': 0.157, 'neu': 0.657, 'pos': 0.186, 'compound': 0.5698}",0.5698,0.657,0.186,0.157,pos,working rate,Storage capacity
22,11-Dec-17,product shipment fast most samsung card in local store are duplicates this one from appario found original made in philippines card got from malaysia last year made in malaysia from samsung had and indian version seem little slow found read speed surprisingly low than san disk but sandisk write speed is in india for same price sandisk card so okey with overall sandisk read is always above in card above gb cards of both brands have less speed don know speed is depend on size of card,4.0,product shipment fast samsung card local store duplicate appario find original philippines card get malaysia year malaysia samsung indian version little slow find read speed surprisingly low san disk sandisk write speed india price sandisk card okey overall sandisk read card gb card brand speed don know speed depend size card,product shipment fast samsung card local store duplicate appario find original philippines card get malaysia year malaysia samsung indian version little slow find read speed surprisingly low san disk sandisk write speed india price sandisk card okey overall sandisk read card gb card brand speed don know speed depend size card,0.012499999999999987,0.36428571428571427,"{'neg': 0.038, 'neu': 0.879, 'pos': 0.082, 'compound': 0.34}",0.34,0.879,0.082,0.038,pos,working rate,Performance
23,29-Sep-18,kept it and did not checked when put in phone it is full with virus cannot erase anything in it nor it is formatting worst can send it back as have overdue replacement days but plz do not buy,1.0,keep check phone virus erase format bad send overdue replacement day plz buy,keep check phone virus erase format bad send overdue replacement day plz buy,-0.6999999999999998,0.6666666666666666,"{'neg': 0.222, 'neu': 0.696, 'pos': 0.082, 'compound': -0.4939}",-0.4939,0.696,0.082,0.222,neg,working rate,Storage capacity
24,29-May-18,samsung evo plus class is the best and top of the line micro sd card you can buy better performance read write speeds than sandisk class purchased it at rs look out for offers during festivals and season sales the price fluctuates between rs ,5.0,samsung evo plus class good line micro sd card buy well performance read write speed sandisk class purchase rs look offer festival season sale price fluctuate rs,samsung evo plus class good line micro sd card buy well performance read write speed sandisk class purchase rs look offer festival season sale price fluctuate rs,0.7,0.6000000000000001,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.802}",0.802,0.745,0.255,0.0,pos,working rate,Performance
25,04-Nov-18,nice and fast memory card have had issues with other memory cards which auto unmount and mount due to data read failures there is no such error with this one it has been quite stable and lets me store lots of data and the read speeds are almost as if am moving data in the internal memory no dislikes as of now,5.0,nice fast memory card issue memory card auto unmount mount datum read failure error stable let store lot datum read speed move datum internal memory dislikes,nice fast memory card issue memory card auto unmount mount datum read failure error stable let store lot datum read speed move datum internal memory dislikes,0.12083333333333333,0.47500000000000003,"{'neg': 0.251, 'neu': 0.605, 'pos': 0.144, 'compound': -0.5719}",-0.5719,0.605,0.144,0.251,neg,working rate,Performance
26,11-Aug-18,have purchased it and after years of use it stop working then contacted samsung service center but they just checked and said their is scratch on memory card so can not claim warranty they will check the scratches under the microscope so if once you purchased it then forgot about the warranty very bad experience even sandisk memory card is way more better and cheaper using since more then years,1.0,purchase year use stop work contact samsung service center check say scratch memory card claim warranty check scratch microscope purchase forget warranty bad experience sandisk memory card way well cheap year,purchase year use stop work contact samsung service center check say scratch memory card claim warranty check scratch microscope purchase forget warranty bad experience sandisk memory card way well cheap year,-0.13333333333333328,0.4888888888888889,"{'neg': 0.207, 'neu': 0.736, 'pos': 0.057, 'compound': -0.6705}",-0.6705,0.736,0.057,0.207,neg,working rate,Warranty issues
27,24-Jan-18,when you are using your phone extensively for media consumption photography and entertainment increasing storage of your device becomes very important while doing this you don want to slow down your device what love about this card is initial impressions this is by far the best micro sd card have owned have used cheap cards in the past and at some point they will give up and you will loose your data tip using samsung micro sd card will not slow down your device due to the latest technology used whats in the box samsung microsd card pros reliable and you will not loose data after prolonged use unlike the other cheap cards great speeds to retrieve data from the card it will not slow down your device easy to install water resistant technology dust proof samsung reliability year warranty cons could be priced better verdict though the price is slightly high the pros out weigh the cons and the card passes with flying colours will recommend it,5.0,phone extensively medium consumption photography entertainment increase storage device important don want slow device love card initial impression far good micro sd card own cheap card past point loose data tip samsung micro sd card slow device late technology s box samsung microsd card pro reliable loose datum prolonged use unlike cheap card great speed retrieve datum card slow device easy install water resistant technology dust proof samsung reliability year warranty con price well verdict price slightly high pro weigh con card pass fly colour recommend,phone extensively medium consumption photography entertainment increase storage device important don want slow device love card initial impression far good micro sd card own cheap card past point loose data tip samsung micro sd card slow device late technology s box samsung microsd card pro reliable loose datum prolonged use unlike cheap card great speed retrieve datum card slow device easy install water resistant technology dust proof samsung reliability year warranty con price well verdict price slightly high pro weigh con card pass fly colour recommend,0.184474358974359,0.5772564102564103,"{'neg': 0.043, 'neu': 0.673, 'pos': 0.284, 'compound': 0.9712}",0.9712,0.673,0.284,0.043,pos,working rate,Storage capacity
28,11-Dec-17,blazingly fast for memory card see speed image attached moving from phone internal storage to memory card,5.0,blazingly fast memory card speed image attach move phone internal storage memory card,blazingly fast memory card speed image attach move phone internal storage memory card,0.1,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neu,working rate,Storage capacity
29,10-Oct-17,after usage of month the card got write protected ve tried many ways to remove the protection all are failure really disappointed,1.0,usage month card get write protect ve try way remove protection failure disappointed,usage month card get write protect ve try way remove protection failure disappointed,-0.5333333333333333,0.525,"{'neg': 0.337, 'neu': 0.526, 'pos': 0.137, 'compound': -0.5859}",-0.5859,0.526,0.137,0.337,neg,working rate,Warranty issues
30,27-Apr-18,this is genuine samsung microsd card manufactured in philipines an imported by samsung india it also carries samsung hologram,5.0,genuine samsung microsd card manufacture philipine import samsung india carry samsung hologram,genuine samsung microsd card manufacture philipine import samsung india carry samsung hologram,0.4,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neu,working rate,Warranty issues
31,02-Aug-18,simply mind blowing product flawlessly recording of recording the write speed of the card is good if want to check ur card speed simply buy usb card reader and put ur memory card in it then plug it to usb port of ur laptop or computer what have got write speed of mb sec and read speed to mb sec there is lots of fake card available in online if want to purchase card simply ask the seller about it from where is it made from like made in china japan europe korea philippines or vietnam don buy made in china very poor quality made in vietnam is super quality but not available in india made in philippines japan or korea is best have tested and got good respond on it,5.0,simply mind blow product flawlessly record record write speed card good want check ur card speed simply buy usb card reader ur memory card plug usb port ur laptop computer get write speed mb sec read speed mb sec lot fake card available online want purchase card simply ask seller like china japan europe korea philippines vietnam don buy china poor quality vietnam super quality available india philippines japan korea good test get good respond,simply mind blow product flawlessly record record write speed card good want check ur card speed simply buy usb card reader ur memory card plug usb port ur laptop computer get write speed mb sec read speed mb sec lot fake card available online want purchase card simply ask seller like china japan europe korea philippines vietnam don buy china poor quality vietnam super quality available india philippines japan korea good test get good respond,0.22380952380952385,0.5812925170068027,"{'neg': 0.068, 'neu': 0.717, 'pos': 0.215, 'compound': 0.8834}",0.8834,0.717,0.215,0.068,pos,working rate,Performance
32,28-Jan-18,this is unbelievable got malfunctioned in weeks to my surprise inserted in mobile later and can read took to replace the guy checked result was same except for visibility on desktop we were left clueless replacement on way since week hope it doesn take ages,1.0,unbelievable get malfunction week surprise insert mobile later read take replace guy check result visibility desktop leave clueless replacement way week hope doesn age,unbelievable get malfunction week surprise insert mobile later read take replace guy check result visibility desktop leave clueless replacement way week hope doesn age,-0.125,0.5,"{'neg': 0.125, 'neu': 0.644, 'pos': 0.231, 'compound': 0.4767}",0.4767,0.644,0.231,0.125,pos,working rate,Warranty issues
33,18-Aug-18,nothing to say only wow speed is amazing earlier was using aandil gb class for my samsung while copying items from phone memory to card was getting speed of average speed now it speed really brand name does matters,5.0,wow speed amazing early aandil gb class samsung copy item phone memory card get speed average speed speed brand matter,wow speed amazing early aandil gb class samsung copy item phone memory card get speed average speed speed brand matter,0.1625,0.6499999999999999,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.8271}",0.8271,0.661,0.339,0.0,pos,working rate,Performance
34,28-Mar-18,was having terrible time with my transcend card so new memory card purchase was inevitable as have more trust went for samsung got this one for packaging was good for small memory card this card is blazing fast both in read and write got write speed ranging between mbps which is awesome could easily transefer the whole harry potter to my phone within mins am super happy with this purchase out of ,5.0,have terrible time transcend card new memory card purchase inevitable trust go samsung get packaging good small memory card card blaze fast read write get write speed range mbps awesome easily transefer harry potter phone min super happy purchase,have terrible time transcend card new memory card purchase inevitable trust go samsung get packaging good small memory card card blaze fast read write get write speed range mbps awesome easily transefer harry potter phone min super happy purchase,0.2353030303030303,0.7554545454545455,"{'neg': 0.056, 'neu': 0.578, 'pos': 0.366, 'compound': 0.9531}",0.9531,0.578,0.366,0.056,pos,working rate,Performance
35,04-Dec-18,within months it get damaged on its own is even showing undetectable in any devices and not sure about its return policy don buy it ever,1.0,month damage show undetectable device sure return policy don buy,month damage show undetectable device sure return policy don buy,0.5,0.8888888888888888,"{'neg': 0.237, 'neu': 0.593, 'pos': 0.17, 'compound': -0.2263}",-0.2263,0.593,0.17,0.237,neg,working rate,Warranty issues
36,04-Dec-18,go through my review once before buying this memory card using this memory card since month now packaging has hologram so relieved about genuineness this card was my first choice as it supports recording so using it in both action camera and mobile performance quality features value for money overall rating performance did benchmark tests performance was considerable read write speeds are not what samsung advertised but it acceptable as performance varies with many factors benchmark result read mb swrite mb check screenshots added with review hardware this memory card is class uhs certified it water proof temperature proof magnet proof and ray proof as well so not worried about any loss of data under such conditions final verdict samsung evo plus is an easy buy because it fast enough for smartphone or tablet and action camera as well it comes with full size sd adapter so don worry about buying one separately and also it comes with year warranty for peace of mind hope this helped you,5.0,review buy memory card memory card month packaging hologram relieved genuineness card choice support record action camera mobile performance quality feature value money overall rating performance benchmark test performance considerable read write speed samsung advertise acceptable performance vary factor benchmark result read mb swrite mb check screenshot add review hardware memory card class uhs certify water proof temperature proof magnet proof ray proof worried loss datum condition final verdict samsung evo plus easy buy fast smartphone tablet action camera come size sd adapter don worry buy separately come year warranty peace mind hope help,review buy memory card memory card month packaging hologram relieved genuineness card choice support record action camera mobile performance quality feature value money overall rating performance benchmark test performance considerable read write speed samsung advertise acceptable performance vary factor benchmark result read mb swrite mb check screenshot add review hardware memory card class uhs certify water proof temperature proof magnet proof ray proof worried loss datum condition final verdict samsung evo plus easy buy fast smartphone tablet action camera come size sd adapter don worry buy separately come year warranty peace mind hope help,0.13333333333333333,0.4404761904761905,"{'neg': 0.065, 'neu': 0.726, 'pos': 0.209, 'compound': 0.9349}",0.9349,0.726,0.209,0.065,pos,working rate,value for money
37,04-Dec-18,very badstorage capacity very bad value for money zero when go for feed back on my order memory card it goes on my old order of memory card when compare my memory card new card both are same class order but look so different in colour matireal when put new memory card in mobile it instantly restart automatically format new memory card and put files for check deta transfer speed it stuck and saw me read write error and instantly restart again my mobile and saw me transfer speed very bad experience this time give star due to amazon service either this time got very bad memory card product,2.0,badstorage capacity bad value money zero feed order memory card go old order memory card compare memory card new card class order look different colour matireal new memory card mobile instantly restart automatically format new memory card file check deta transfer speed stick see read write error instantly restart mobile see transfer speed bad experience time star amazon service time get bad memory card product,badstorage capacity bad value money zero feed order memory card go old order memory card compare memory card new card class order look different colour matireal new memory card mobile instantly restart automatically format new memory card file check deta transfer speed stick see read write error instantly restart mobile see transfer speed bad experience time star amazon service time get bad memory card product,-0.15909090909090903,0.5496969696969698,"{'neg': 0.173, 'neu': 0.773, 'pos': 0.054, 'compound': -0.8779}",-0.8779,0.773,0.054,0.173,neg,working rate,Storage capacity
38,04-Dec-18,purchased the best card available then manufactured by company like samsung it just stopped working suddenly the funniest part is you can see the content on laptop but can write delete or even format tried dos formatting also when inserted in the phone it not detected tried inserting in several phones so no issue with the phone incidentally the phone is also high end samsung really frustrated with the quality samsung please improve the quality of your products,1.0,purchase good card available manufacture company like samsung stop work suddenly funniest content laptop write delete format try dos format insert phone detect try inserting phone issue phone incidentally phone high end samsung frustrated quality samsung improve quality product,purchase good card available manufacture company like samsung stop work suddenly funniest content laptop write delete format try dos format insert phone detect try inserting phone issue phone incidentally phone high end samsung frustrated quality samsung improve quality product,0.11200000000000002,0.44800000000000006,"{'neg': 0.111, 'neu': 0.653, 'pos': 0.236, 'compound': 0.743}",0.743,0.653,0.236,0.111,pos,working rate,Storage capacity
